id,name,grade,year,numTested,level1,level2,level3,level4
02M527,P.S. 527 - East Side School for Social Action,4,2018,48,0,0,15,33
02M527,P.S. 527 - East Side School for Social Action,5,2018,48,0,9,16,23
02M527,P.S. 527 - East Side School for Social Action,All Grades,2016,46,0,8,27,11
02M527,P.S. 527 - East Side School for Social Action,All Grades,2017,97,0,9,48,40
02M527,P.S. 527 - East Side School for Social Action,All Grades,2018,149,1,17,64,67
02M655,Life Sciences Secondary School,6,2013,27,14,11,2,0
02M655,Life Sciences Secondary School,6,2014,26,9,17,0,0
02M655,Life Sciences Secondary School,6,2015,18,8,8,2,0
02M655,Life Sciences Secondary School,6,2016,11,3,7,0,1
02M655,Life Sciences Secondary School,6,2017,13,6,6,1,0
02M655,Life Sciences Secondary School,6,2018,7,1,3,3,0
02M655,Life Sciences Secondary School,7,2013,27,15,10,2,0
02M655,Life Sciences Secondary School,7,2014,23,11,9,3,0
02M655,Life Sciences Secondary School,7,2015,22,14,8,0,0
02M655,Life Sciences Secondary School,7,2016,16,8,7,1,0
02M655,Life Sciences Secondary School,7,2017,10,2,7,0,1
02M655,Life Sciences Secondary School,7,2018,11,1,6,3,1
02M655,Life Sciences Secondary School,8,2013,33,16,16,1,0
02M655,Life Sciences Secondary School,8,2014,28,11,13,4,0
02M655,Life Sciences Secondary School,8,2015,23,1,15,6,1
02M655,Life Sciences Secondary School,8,2016,29,6,20,3,0
02M655,Life Sciences Secondary School,8,2017,14,5,7,2,0
02M655,Life Sciences Secondary School,8,2018,12,2,7,3,0
02M655,Life Sciences Secondary School,All Grades,2013,87,45,37,5,0
02M655,Life Sciences Secondary School,All Grades,2014,77,31,39,7,0
02M655,Life Sciences Secondary School,All Grades,2015,63,23,31,8,1
02M655,Life Sciences Secondary School,All Grades,2016,56,17,34,4,1
02M655,Life Sciences Secondary School,All Grades,2017,37,13,20,3,1
02M655,Life Sciences Secondary School,All Grades,2018,30,4,16,9,1
02M896,Lower Manhattan Community Middle School,6,2013,104,31,48,13,12
02M896,Lower Manhattan Community Middle School,6,2014,110,17,62,18,13
02M896,Lower Manhattan Community Middle School,6,2015,110,20,49,23,18
02M896,Lower Manhattan Community Middle School,6,2016,113,15,56,31,11
02M896,Lower Manhattan Community Middle School,6,2017,117,19,51,28,19
02M896,Lower Manhattan Community Middle School,6,2018,118,13,33,30,42
02M896,Lower Manhattan Community Middle School,7,2013,103,27,43,26,7
02M896,Lower Manhattan Community Middle School,7,2014,99,25,40,30,4
02M896,Lower Manhattan Community Middle School,7,2015,113,21,51,27,14
02M896,Lower Manhattan Community Middle School,7,2016,109,6,35,49,19
02M896,Lower Manhattan Community Middle School,7,2017,121,7,24,67,23
02M896,Lower Manhattan Community Middle School,7,2018,115,5,31,53,26
02M896,Lower Manhattan Community Middle School,8,2013,83,15,36,25,7
02M896,Lower Manhattan Community Middle School,8,2014,100,19,39,35,7
02M896,Lower Manhattan Community Middle School,8,2015,98,13,39,36,10
02M896,Lower Manhattan Community Middle School,8,2016,103,8,37,38,20
02M896,Lower Manhattan Community Middle School,8,2017,104,3,13,39,49
02M896,Lower Manhattan Community Middle School,8,2018,111,7,16,55,33
02M896,Lower Manhattan Community Middle School,All Grades,2013,290,73,127,64,26
02M896,Lower Manhattan Community Middle School,All Grades,2014,309,61,141,83,24
02M896,Lower Manhattan Community Middle School,All Grades,2015,321,54,139,86,42
02M896,Lower Manhattan Community Middle School,All Grades,2016,325,29,128,118,50
02M896,Lower Manhattan Community Middle School,All Grades,2017,342,29,88,134,91
02M896,Lower Manhattan Community Middle School,All Grades,2018,344,25,80,138,101
02M933,City Knoll Middle School,6,2015,70,15,29,16,10
02M933,City Knoll Middle School,6,2016,71,17,38,8,8
02M933,City Knoll Middle School,6,2017,76,32,33,6,5
02M933,City Knoll Middle School,6,2018,61,26,17,8,10
02M933,City Knoll Middle School,7,2016,75,9,40,18,8
02M933,City Knoll Middle School,7,2017,68,5,33,26,4
02M933,City Knoll Middle School,7,2018,75,22,32,16,5
02M933,City Knoll Middle School,8,2017,77,9,25,28,15
02M933,City Knoll Middle School,8,2018,67,7,27,17,16
02M933,City Knoll Middle School,All Grades,2015,70,15,29,16,10
02M933,City Knoll Middle School,All Grades,2016,146,26,78,26,16
02M933,City Knoll Middle School,All Grades,2017,221,46,91,60,24
02M933,City Knoll Middle School,All Grades,2018,203,55,76,41,31
03M009,P.S. 009 Sarah Anderson,3,2013,126,13,27,52,34
03M009,P.S. 009 Sarah Anderson,3,2014,113,11,23,55,24
03M009,P.S. 009 Sarah Anderson,3,2015,79,9,14,42,14
03M009,P.S. 009 Sarah Anderson,3,2016,97,2,13,55,27
03M009,P.S. 009 Sarah Anderson,3,2017,94,3,19,56,16
03M009,P.S. 009 Sarah Anderson,3,2018,101,0,19,70,12
03M009,P.S. 009 Sarah Anderson,4,2013,69,5,18,20,26
03M009,P.S. 009 Sarah Anderson,4,2014,118,3,24,32,59
03M009,P.S. 009 Sarah Anderson,4,2015,110,6,21,34,49
03M009,P.S. 009 Sarah Anderson,4,2016,74,2,12,20,40
03M009,P.S. 009 Sarah Anderson,4,2017,98,3,8,26,61
03M009,P.S. 009 Sarah Anderson,4,2018,87,2,9,23,53
03M009,P.S. 009 Sarah Anderson,5,2013,85,9,15,34,27
03M009,P.S. 009 Sarah Anderson,5,2014,64,10,10,22,22
03M009,P.S. 009 Sarah Anderson,5,2015,106,5,24,20,57
03M009,P.S. 009 Sarah Anderson,5,2016,102,10,21,35,36
03M009,P.S. 009 Sarah Anderson,5,2017,65,5,12,14,34
03M009,P.S. 009 Sarah Anderson,5,2018,86,7,15,23,41
03M009,P.S. 009 Sarah Anderson,All Grades,2013,280,27,60,106,87
03M009,P.S. 009 Sarah Anderson,All Grades,2014,295,24,57,109,105
03M009,P.S. 009 Sarah Anderson,All Grades,2015,295,20,59,96,120
03M009,P.S. 009 Sarah Anderson,All Grades,2016,273,14,46,110,103
03M009,P.S. 009 Sarah Anderson,All Grades,2017,257,11,39,96,111
03M009,P.S. 009 Sarah Anderson,All Grades,2018,274,9,43,116,106
03M054,J.H.S. 054 Booker T. Washington,6,2013,273,33,46,72,122
03M054,J.H.S. 054 Booker T. Washington,6,2014,282,24,40,62,156
03M054,J.H.S. 054 Booker T. Washington,6,2015,267,10,34,73,150
03M054,J.H.S. 054 Booker T. Washington,6,2016,293,11,49,92,141
03M054,J.H.S. 054 Booker T. Washington,6,2017,301,15,28,52,206
03M054,J.H.S. 054 Booker T. Washington,6,2018,269,13,10,38,208
03M054,J.H.S. 054 Booker T. Washington,7,2013,249,28,34,109,78
03M054,J.H.S. 054 Booker T. Washington,7,2014,245,23,37,114,71
03M054,J.H.S. 054 Booker T. Washington,7,2015,271,20,36,132,83
03M054,J.H.S. 054 Booker T. Washington,7,2016,250,11,23,81,135
03M054,J.H.S. 054 Booker T. Washington,7,2017,282,9,14,76,183
03M054,J.H.S. 054 Booker T. Washington,7,2018,285,8,14,72,191
03M054,J.H.S. 054 Booker T. Washington,8,2013,252,26,47,99,80
03M054,J.H.S. 054 Booker T. Washington,8,2014,245,27,31,93,94
03M054,J.H.S. 054 Booker T. Washington,8,2015,229,22,27,104,76
03M054,J.H.S. 054 Booker T. Washington,8,2016,238,18,27,95,98
03M054,J.H.S. 054 Booker T. Washington,8,2017,227,6,13,106,102
03M054,J.H.S. 054 Booker T. Washington,8,2018,264,8,21,55,180
03M054,J.H.S. 054 Booker T. Washington,All Grades,2013,774,87,127,280,280
03M054,J.H.S. 054 Booker T. Washington,All Grades,2014,772,74,108,269,321
03M054,J.H.S. 054 Booker T. Washington,All Grades,2015,767,52,97,309,309
03M054,J.H.S. 054 Booker T. Washington,All Grades,2016,781,40,99,268,374
03M054,J.H.S. 054 Booker T. Washington,All Grades,2017,810,30,55,234,491
03M054,J.H.S. 054 Booker T. Washington,All Grades,2018,818,29,45,165,579
03M075,P.S. 075 Emily Dickinson,3,2013,109,50,32,21,6
03M075,P.S. 075 Emily Dickinson,3,2014,88,37,31,17,3
03M075,P.S. 075 Emily Dickinson,3,2015,78,27,27,22,2
03M075,P.S. 075 Emily Dickinson,3,2016,69,14,32,19,4
03M075,P.S. 075 Emily Dickinson,3,2017,73,24,20,25,4
03M075,P.S. 075 Emily Dickinson,3,2018,92,17,23,47,5
03M075,P.S. 075 Emily Dickinson,4,2013,98,31,42,21,4
03M075,P.S. 075 Emily Dickinson,4,2014,100,28,36,19,17
03M075,P.S. 075 Emily Dickinson,4,2015,75,15,30,19,11
03M075,P.S. 075 Emily Dickinson,4,2016,66,7,19,26,14
03M075,P.S. 075 Emily Dickinson,4,2017,70,10,29,21,10
03M075,P.S. 075 Emily Dickinson,4,2018,80,14,31,24,11
03M075,P.S. 075 Emily Dickinson,5,2013,103,42,35,19,7
03M075,P.S. 075 Emily Dickinson,5,2014,84,21,39,20,4
03M075,P.S. 075 Emily Dickinson,5,2015,97,23,43,18,13
03M075,P.S. 075 Emily Dickinson,5,2016,68,16,23,24,5
03M075,P.S. 075 Emily Dickinson,5,2017,69,14,15,24,16
03M075,P.S. 075 Emily Dickinson,5,2018,72,18,21,24,9
03M075,P.S. 075 Emily Dickinson,All Grades,2013,310,123,109,61,17
03M075,P.S. 075 Emily Dickinson,All Grades,2014,272,86,106,56,24
03M075,P.S. 075 Emily Dickinson,All Grades,2015,250,65,100,59,26
03M075,P.S. 075 Emily Dickinson,All Grades,2016,203,37,74,69,23
03M075,P.S. 075 Emily Dickinson,All Grades,2017,212,48,64,70,30
03M075,P.S. 075 Emily Dickinson,All Grades,2018,244,49,75,95,25
03M076,P.S. 076 A. Philip Randolph,3,2013,31,11,14,6,0
03M076,P.S. 076 A. Philip Randolph,3,2014,34,12,9,11,2
03M076,P.S. 076 A. Philip Randolph,3,2015,45,12,18,15,0
03M076,P.S. 076 A. Philip Randolph,3,2016,47,28,14,4,1
03M076,P.S. 076 A. Philip Randolph,3,2017,45,23,13,6,3
03M076,P.S. 076 A. Philip Randolph,3,2018,32,10,13,9,0
03M076,P.S. 076 A. Philip Randolph,4,2013,29,15,11,1,2
03M076,P.S. 076 A. Philip Randolph,4,2014,42,15,19,7,1
03M076,P.S. 076 A. Philip Randolph,4,2015,33,10,13,7,3
03M076,P.S. 076 A. Philip Randolph,4,2016,40,17,18,3,2
03M076,P.S. 076 A. Philip Randolph,4,2017,41,25,13,2,1
03M076,P.S. 076 A. Philip Randolph,4,2018,48,25,17,5,1
03M076,P.S. 076 A. Philip Randolph,5,2013,41,16,16,8,1
03M076,P.S. 076 A. Philip Randolph,5,2014,28,15,8,5,0
03M076,P.S. 076 A. Philip Randolph,5,2015,38,21,15,2,0
03M076,P.S. 076 A. Philip Randolph,5,2016,39,22,9,6,2
03M076,P.S. 076 A. Philip Randolph,5,2017,42,17,16,8,1
03M076,P.S. 076 A. Philip Randolph,5,2018,38,20,13,5,0
03M076,P.S. 076 A. Philip Randolph,6,2013,43,22,20,1,0
03M076,P.S. 076 A. Philip Randolph,6,2014,45,10,28,5,2
03M076,P.S. 076 A. Philip Randolph,6,2015,39,18,16,1,4
03M076,P.S. 076 A. Philip Randolph,6,2016,44,14,16,13,1
03M076,P.S. 076 A. Philip Randolph,6,2017,41,19,17,3,2
03M076,P.S. 076 A. Philip Randolph,6,2018,44,18,15,9,2
03M076,P.S. 076 A. Philip Randolph,7,2013,56,27,25,4,0
03M076,P.S. 076 A. Philip Randolph,7,2014,43,18,21,4,0
03M076,P.S. 076 A. Philip Randolph,7,2015,46,18,18,9,1
03M076,P.S. 076 A. Philip Randolph,7,2016,43,16,21,4,2
03M076,P.S. 076 A. Philip Randolph,7,2017,47,10,21,14,2
03M076,P.S. 076 A. Philip Randolph,7,2018,45,16,16,12,1
03M076,P.S. 076 A. Philip Randolph,8,2013,56,26,25,5,0
03M076,P.S. 076 A. Philip Randolph,8,2014,57,30,20,6,1
03M076,P.S. 076 A. Philip Randolph,8,2015,42,13,24,4,1
03M076,P.S. 076 A. Philip Randolph,8,2016,49,12,23,11,3
03M076,P.S. 076 A. Philip Randolph,8,2017,46,12,19,11,4
03M076,P.S. 076 A. Philip Randolph,8,2018,45,8,21,13,3
03M076,P.S. 076 A. Philip Randolph,All Grades,2013,256,117,111,25,3
03M076,P.S. 076 A. Philip Randolph,All Grades,2014,249,100,105,38,6
03M076,P.S. 076 A. Philip Randolph,All Grades,2015,243,92,104,38,9
03M076,P.S. 076 A. Philip Randolph,All Grades,2016,262,109,101,41,11
03M076,P.S. 076 A. Philip Randolph,All Grades,2017,262,106,99,44,13
03M076,P.S. 076 A. Philip Randolph,All Grades,2018,252,97,95,53,7
03M084,P.S. 084 Lillian Weber,3,2013,64,23,19,17,5
03M084,P.S. 084 Lillian Weber,3,2014,72,19,33,18,2
03M084,P.S. 084 Lillian Weber,3,2015,69,18,22,24,5
03M084,P.S. 084 Lillian Weber,3,2016,68,9,10,39,10
03M084,P.S. 084 Lillian Weber,3,2017,81,13,14,31,23
03M084,P.S. 084 Lillian Weber,3,2018,91,9,14,41,27
03M084,P.S. 084 Lillian Weber,4,2013,74,10,32,20,12
03M084,P.S. 084 Lillian Weber,4,2014,57,13,24,10,10
03M084,P.S. 084 Lillian Weber,4,2015,64,16,19,20,9
03M084,P.S. 084 Lillian Weber,4,2016,67,10,24,20,13
03M084,P.S. 084 Lillian Weber,4,2017,73,8,25,18,22
03M084,P.S. 084 Lillian Weber,4,2018,77,7,12,27,31
03M084,P.S. 084 Lillian Weber,5,2013,55,16,29,9,1
03M084,P.S. 084 Lillian Weber,5,2014,72,8,33,14,17
03M084,P.S. 084 Lillian Weber,5,2015,48,9,17,14,8
03M084,P.S. 084 Lillian Weber,5,2016,66,15,22,22,7
03M084,P.S. 084 Lillian Weber,5,2017,57,12,19,13,13
03M084,P.S. 084 Lillian Weber,5,2018,71,20,16,17,18
03M084,P.S. 084 Lillian Weber,All Grades,2013,193,49,80,46,18
03M084,P.S. 084 Lillian Weber,All Grades,2014,201,40,90,42,29
03M084,P.S. 084 Lillian Weber,All Grades,2015,181,43,58,58,22
03M084,P.S. 084 Lillian Weber,All Grades,2016,201,34,56,81,30
03M084,P.S. 084 Lillian Weber,All Grades,2017,211,33,58,62,58
03M084,P.S. 084 Lillian Weber,All Grades,2018,239,36,42,85,76
03M087,P.S. 087 William Sherman,3,2013,186,12,30,110,34
03M087,P.S. 087 William Sherman,3,2014,130,9,26,78,17
03M087,P.S. 087 William Sherman,3,2015,122,5,35,68,14
03M087,P.S. 087 William Sherman,3,2016,124,2,27,67,28
03M087,P.S. 087 William Sherman,3,2017,148,12,29,82,25
03M087,P.S. 087 William Sherman,3,2018,145,2,15,97,31
03M087,P.S. 087 William Sherman,4,2013,146,7,40,59,40
03M087,P.S. 087 William Sherman,4,2014,180,5,19,61,95
03M087,P.S. 087 William Sherman,4,2015,128,2,25,38,63
03M087,P.S. 087 William Sherman,4,2016,118,1,12,34,71
03M087,P.S. 087 William Sherman,4,2017,122,3,9,39,71
03M087,P.S. 087 William Sherman,4,2018,142,2,22,39,79
03M087,P.S. 087 William Sherman,5,2013,148,12,39,63,34
03M087,P.S. 087 William Sherman,5,2014,121,6,32,39,44
03M087,P.S. 087 William Sherman,5,2015,146,3,27,59,57
03M087,P.S. 087 William Sherman,5,2016,107,8,24,43,32
03M087,P.S. 087 William Sherman,5,2017,110,2,17,32,59
03M087,P.S. 087 William Sherman,5,2018,108,5,22,29,52
03M087,P.S. 087 William Sherman,All Grades,2013,480,31,109,232,108
03M087,P.S. 087 William Sherman,All Grades,2014,431,20,77,178,156
03M087,P.S. 087 William Sherman,All Grades,2015,396,10,87,165,134
03M087,P.S. 087 William Sherman,All Grades,2016,349,11,63,144,131
03M087,P.S. 087 William Sherman,All Grades,2017,380,17,55,153,155
03M087,P.S. 087 William Sherman,All Grades,2018,395,9,59,165,162
03M145,"P.S. 145, The Bloomingdale School",3,2013,53,31,17,5,0
03M145,"P.S. 145, The Bloomingdale School",3,2014,53,31,15,6,1
03M145,"P.S. 145, The Bloomingdale School",3,2015,37,26,10,1,0
03M145,"P.S. 145, The Bloomingdale School",3,2016,50,31,11,7,1
03M145,"P.S. 145, The Bloomingdale School",3,2017,42,23,10,9,0
03M145,"P.S. 145, The Bloomingdale School",3,2018,49,21,18,10,0
03M145,"P.S. 145, The Bloomingdale School",4,2013,48,27,21,0,0
03M145,"P.S. 145, The Bloomingdale School",4,2014,51,26,18,4,3
03M145,"P.S. 145, The Bloomingdale School",4,2015,53,27,23,3,0
03M145,"P.S. 145, The Bloomingdale School",4,2016,40,18,13,8,1
03M145,"P.S. 145, The Bloomingdale School",4,2017,41,16,13,9,3
03M145,"P.S. 145, The Bloomingdale School",4,2018,42,17,16,9,0
03M145,"P.S. 145, The Bloomingdale School",5,2013,57,29,19,6,3
03M145,"P.S. 145, The Bloomingdale School",5,2014,44,27,14,3,0
03M145,"P.S. 145, The Bloomingdale School",5,2015,50,24,19,6,1
03M145,"P.S. 145, The Bloomingdale School",5,2016,46,29,13,4,0
03M145,"P.S. 145, The Bloomingdale School",5,2017,38,18,16,3,1
03M145,"P.S. 145, The Bloomingdale School",5,2018,45,23,11,8,3
03M145,"P.S. 145, The Bloomingdale School",All Grades,2013,158,87,57,11,3
03M145,"P.S. 145, The Bloomingdale School",All Grades,2014,148,84,47,13,4
03M145,"P.S. 145, The Bloomingdale School",All Grades,2015,140,77,52,10,1
03M145,"P.S. 145, The Bloomingdale School",All Grades,2016,136,78,37,19,2
03M145,"P.S. 145, The Bloomingdale School",All Grades,2017,121,57,39,21,4
03M145,"P.S. 145, The Bloomingdale School",All Grades,2018,136,61,45,27,3
03M149,P.S. 149 Sojourner Truth,3,2013,38,25,9,4,0
03M149,P.S. 149 Sojourner Truth,3,2014,34,20,8,5,1
03M149,P.S. 149 Sojourner Truth,3,2015,23,15,5,2,1
03M149,P.S. 149 Sojourner Truth,3,2016,24,14,5,5,0
03M149,P.S. 149 Sojourner Truth,3,2017,18,13,5,0,0
03M149,P.S. 149 Sojourner Truth,3,2018,26,12,11,3,0
03M149,P.S. 149 Sojourner Truth,4,2013,30,17,10,2,1
03M149,P.S. 149 Sojourner Truth,4,2014,24,20,4,0,0
03M149,P.S. 149 Sojourner Truth,4,2015,30,17,9,3,1
03M149,P.S. 149 Sojourner Truth,4,2016,25,11,11,3,0
03M149,P.S. 149 Sojourner Truth,4,2017,18,8,5,5,0
03M149,P.S. 149 Sojourner Truth,4,2018,16,8,6,2,0
03M149,P.S. 149 Sojourner Truth,5,2013,33,22,11,0,0
03M149,P.S. 149 Sojourner Truth,5,2014,27,17,10,0,0
03M149,P.S. 149 Sojourner Truth,5,2015,19,12,6,1,0
03M149,P.S. 149 Sojourner Truth,5,2016,26,17,5,3,1
03M149,P.S. 149 Sojourner Truth,5,2017,25,14,10,1,0
03M149,P.S. 149 Sojourner Truth,5,2018,17,11,5,1,0
03M149,P.S. 149 Sojourner Truth,6,2013,26,15,10,1,0
03M149,P.S. 149 Sojourner Truth,6,2014,28,16,10,2,0
03M149,P.S. 149 Sojourner Truth,6,2015,25,8,14,3,0
03M149,P.S. 149 Sojourner Truth,6,2016,19,13,6,0,0
03M149,P.S. 149 Sojourner Truth,6,2017,29,14,11,3,1
03M149,P.S. 149 Sojourner Truth,6,2018,27,13,7,4,3
03M149,P.S. 149 Sojourner Truth,7,2013,32,15,15,2,0
03M149,P.S. 149 Sojourner Truth,7,2014,26,15,11,0,0
03M149,P.S. 149 Sojourner Truth,7,2015,29,17,11,1,0
03M149,P.S. 149 Sojourner Truth,7,2016,24,11,12,1,0
03M149,P.S. 149 Sojourner Truth,7,2017,21,12,6,3,0
03M149,P.S. 149 Sojourner Truth,7,2018,25,8,9,7,1
03M149,P.S. 149 Sojourner Truth,8,2013,26,16,7,3,0
03M149,P.S. 149 Sojourner Truth,8,2014,28,12,14,2,0
03M149,P.S. 149 Sojourner Truth,8,2015,24,10,14,0,0
03M149,P.S. 149 Sojourner Truth,8,2016,27,9,13,5,0
03M149,P.S. 149 Sojourner Truth,8,2017,22,5,13,2,2
03M149,P.S. 149 Sojourner Truth,8,2018,25,6,12,6,1
03M149,P.S. 149 Sojourner Truth,All Grades,2013,185,110,62,12,1
03M149,P.S. 149 Sojourner Truth,All Grades,2014,167,100,57,9,1
03M149,P.S. 149 Sojourner Truth,All Grades,2015,150,79,59,10,2
03M149,P.S. 149 Sojourner Truth,All Grades,2016,145,75,52,17,1
03M149,P.S. 149 Sojourner Truth,All Grades,2017,133,66,50,14,3
03M149,P.S. 149 Sojourner Truth,All Grades,2018,136,58,50,23,5
03M163,P.S. 163 Alfred E. Smith,3,2013,126,28,34,52,12
03M163,P.S. 163 Alfred E. Smith,3,2014,115,15,31,57,12
03M163,P.S. 163 Alfred E. Smith,3,2015,93,21,33,32,7
03M163,P.S. 163 Alfred E. Smith,3,2016,84,8,22,47,7
03M163,P.S. 163 Alfred E. Smith,3,2017,101,14,26,56,5
03M163,P.S. 163 Alfred E. Smith,3,2018,85,7,23,48,7
03M163,P.S. 163 Alfred E. Smith,4,2013,86,s,s,s,s
03M163,P.S. 163 Alfred E. Smith,4,2014,118,14,33,28,43
03M163,P.S. 163 Alfred E. Smith,4,2015,103,16,28,20,39
03M163,P.S. 163 Alfred E. Smith,4,2016,91,12,27,31,21
03M163,P.S. 163 Alfred E. Smith,4,2017,83,9,21,24,29
03M163,P.S. 163 Alfred E. Smith,4,2018,98,8,30,33,27
03M163,P.S. 163 Alfred E. Smith,5,2013,89,25,34,18,12
03M163,P.S. 163 Alfred E. Smith,5,2014,80,26,15,20,19
03M163,P.S. 163 Alfred E. Smith,5,2015,106,15,30,29,32
03M163,P.S. 163 Alfred E. Smith,5,2016,100,19,22,26,33
03M163,P.S. 163 Alfred E. Smith,5,2017,82,13,22,22,25
03M163,P.S. 163 Alfred E. Smith,5,2018,82,14,18,22,28
03M163,P.S. 163 Alfred E. Smith,6,2013,1,s,s,s,s
03M163,P.S. 163 Alfred E. Smith,All Grades,2013,302,74,99,93,36
03M163,P.S. 163 Alfred E. Smith,All Grades,2014,313,55,79,105,74
03M163,P.S. 163 Alfred E. Smith,All Grades,2015,302,52,91,81,78
03M163,P.S. 163 Alfred E. Smith,All Grades,2016,275,39,71,104,61
03M163,P.S. 163 Alfred E. Smith,All Grades,2017,266,36,69,102,59
03M163,P.S. 163 Alfred E. Smith,All Grades,2018,265,29,71,103,62
03M165,P.S. 165 Robert E. Simon,3,2013,91,31,28,30,2
03M165,P.S. 165 Robert E. Simon,3,2014,88,46,23,17,2
03M165,P.S. 165 Robert E. Simon,3,2015,97,33,39,20,5
03M165,P.S. 165 Robert E. Simon,3,2016,93,23,23,36,11
03M165,P.S. 165 Robert E. Simon,3,2017,72,21,16,24,11
03M165,P.S. 165 Robert E. Simon,3,2018,61,10,18,29,4
03M165,P.S. 165 Robert E. Simon,4,2013,88,26,36,17,9
03M165,P.S. 165 Robert E. Simon,4,2014,84,29,34,19,2
03M165,P.S. 165 Robert E. Simon,4,2015,80,26,34,12,8
03M165,P.S. 165 Robert E. Simon,4,2016,94,16,30,35,13
03M165,P.S. 165 Robert E. Simon,4,2017,91,22,30,17,22
03M165,P.S. 165 Robert E. Simon,4,2018,68,12,17,20,19
03M165,P.S. 165 Robert E. Simon,5,2013,112,41,38,19,14
03M165,P.S. 165 Robert E. Simon,5,2014,90,33,32,15,10
03M165,P.S. 165 Robert E. Simon,5,2015,74,28,31,14,1
03M165,P.S. 165 Robert E. Simon,5,2016,70,27,18,16,9
03M165,P.S. 165 Robert E. Simon,5,2017,93,27,27,23,16
03M165,P.S. 165 Robert E. Simon,5,2018,80,21,24,19,16
03M165,P.S. 165 Robert E. Simon,6,2013,69,28,32,6,3
03M165,P.S. 165 Robert E. Simon,6,2014,75,39,30,3,3
03M165,P.S. 165 Robert E. Simon,6,2015,53,22,25,3,3
03M165,P.S. 165 Robert E. Simon,6,2016,50,23,22,5,0
03M165,P.S. 165 Robert E. Simon,6,2017,47,25,16,4,2
03M165,P.S. 165 Robert E. Simon,6,2018,33,10,11,8,4
03M165,P.S. 165 Robert E. Simon,7,2013,68,29,31,8,0
03M165,P.S. 165 Robert E. Simon,7,2014,66,26,25,15,0
03M165,P.S. 165 Robert E. Simon,7,2015,75,45,27,3,0
03M165,P.S. 165 Robert E. Simon,7,2016,49,21,20,5,3
03M165,P.S. 165 Robert E. Simon,7,2017,48,16,19,13,0
03M165,P.S. 165 Robert E. Simon,7,2018,41,25,8,7,1
03M165,P.S. 165 Robert E. Simon,8,2013,46,24,16,4,2
03M165,P.S. 165 Robert E. Simon,8,2014,79,29,44,6,0
03M165,P.S. 165 Robert E. Simon,8,2015,71,23,32,14,2
03M165,P.S. 165 Robert E. Simon,8,2016,78,38,35,4,1
03M165,P.S. 165 Robert E. Simon,8,2017,50,16,21,10,3
03M165,P.S. 165 Robert E. Simon,8,2018,44,15,15,12,2
03M165,P.S. 165 Robert E. Simon,All Grades,2013,474,179,181,84,30
03M165,P.S. 165 Robert E. Simon,All Grades,2014,482,202,188,75,17
03M165,P.S. 165 Robert E. Simon,All Grades,2015,450,177,188,66,19
03M165,P.S. 165 Robert E. Simon,All Grades,2016,434,148,148,101,37
03M165,P.S. 165 Robert E. Simon,All Grades,2017,401,127,129,91,54
03M165,P.S. 165 Robert E. Simon,All Grades,2018,327,93,93,95,46
03M166,P.S. 166 The Richard Rodgers School of The Arts an,3,2013,95,16,18,38,23
03M166,P.S. 166 The Richard Rodgers School of The Arts an,3,2014,96,18,13,42,23
03M166,P.S. 166 The Richard Rodgers School of The Arts an,3,2015,86,11,14,36,25
03M166,P.S. 166 The Richard Rodgers School of The Arts an,3,2016,101,7,13,38,43
03M166,P.S. 166 The Richard Rodgers School of The Arts an,3,2017,97,3,8,49,37
03M166,P.S. 166 The Richard Rodgers School of The Arts an,3,2018,85,1,4,36,44
03M166,P.S. 166 The Richard Rodgers School of The Arts an,4,2013,91,12,24,27,28
03M166,P.S. 166 The Richard Rodgers School of The Arts an,4,2014,98,9,21,16,52
03M166,P.S. 166 The Richard Rodgers School of The Arts an,4,2015,87,10,14,26,37
03M166,P.S. 166 The Richard Rodgers School of The Arts an,4,2016,73,3,16,18,36
03M166,P.S. 166 The Richard Rodgers School of The Arts an,4,2017,100,9,19,32,40
03M166,P.S. 166 The Richard Rodgers School of The Arts an,4,2018,90,2,5,28,55
03M166,P.S. 166 The Richard Rodgers School of The Arts an,5,2013,96,18,27,26,25
03M166,P.S. 166 The Richard Rodgers School of The Arts an,5,2014,81,12,23,15,31
03M166,P.S. 166 The Richard Rodgers School of The Arts an,5,2015,95,10,23,25,37
03M166,P.S. 166 The Richard Rodgers School of The Arts an,5,2016,79,11,12,26,30
03M166,P.S. 166 The Richard Rodgers School of The Arts an,5,2017,68,2,11,13,42
03M166,P.S. 166 The Richard Rodgers School of The Arts an,5,2018,91,10,13,23,45
03M166,P.S. 166 The Richard Rodgers School of The Arts an,All Grades,2013,282,46,69,91,76
03M166,P.S. 166 The Richard Rodgers School of The Arts an,All Grades,2014,275,39,57,73,106
03M166,P.S. 166 The Richard Rodgers School of The Arts an,All Grades,2015,268,31,51,87,99
03M166,P.S. 166 The Richard Rodgers School of The Arts an,All Grades,2016,253,21,41,82,109
03M166,P.S. 166 The Richard Rodgers School of The Arts an,All Grades,2017,265,14,38,94,119
03M166,P.S. 166 The Richard Rodgers School of The Arts an,All Grades,2018,266,13,22,87,144
03M180,P.S. 180 Hugo Newman,3,2013,73,28,29,16,0
03M180,P.S. 180 Hugo Newman,3,2014,65,31,27,7,0
03M180,P.S. 180 Hugo Newman,3,2015,53,19,27,5,2
03M180,P.S. 180 Hugo Newman,3,2016,57,10,18,27,2
03M180,P.S. 180 Hugo Newman,3,2017,48,18,14,12,4
